id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,project,source,release,release_requirements,inherited_from,technical_lag,applicability,cwe_id,kind,name,abstraction,structure,status,summary,background_details,likelihood_of_exploit,detection_methods,consequences,cves,start_to_patched,start_to_published,published_to_patched,patched_date,version_end,exclude_version_end
36659,CVE-2022-29202,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.ragged.constant` does not fully validate the input arguments. This results in a denial of service by consuming all available memory. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2023-07-21 16:41:00,2024-03-19 15:10:43.853188,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-1284,weakness,Improper Validation of Specified Quantity in Input,Base,Simple,Incomplete,,,,,Varies by Context (.),"['CVE-2021-37674', 'CVE-2021-37677', 'CVE-2022-23580', 'CVE-2022-29196', 'CVE-2022-29200', 'CVE-2022-29202', 'CVE-2022-41896']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36660,CVE-2022-29203,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.raw_ops.SpaceToBatchND` (in all backends such as XLA and handwritten kernels) is vulnerable to an integer overflow: The result of this integer overflow is used to allocate the output tensor, hence we get a denial of service via a `CHECK`-failure (assertion failure), as in TFSA-2021-198. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:16:00,2024-03-19 15:10:43.876235,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-190,weakness,Integer Overflow or Wraparound,Base,Simple,Stable,,,Medium,Automated Static Analysis (DM-1); Black Box (DM-2); Manual Analysis (DM-7),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Instability (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism (C.A.); Modify Memory (I.)","['CVE-2018-7575', 'CVE-2021-29523', 'CVE-2021-29584', 'CVE-2021-29601', 'CVE-2021-29605', 'CVE-2021-41195', 'CVE-2021-41197', 'CVE-2021-41198', 'CVE-2021-41199', 'CVE-2021-41203', 'CVE-2022-21727', 'CVE-2022-21729', 'CVE-2022-21733', 'CVE-2022-21738', 'CVE-2022-23558', 'CVE-2022-23559', 'CVE-2022-23562', 'CVE-2022-23567', 'CVE-2022-23568', 'CVE-2022-23575', 'CVE-2022-23576', 'CVE-2022-23587', 'CVE-2022-29203', 'CVE-2022-35940', 'CVE-2022-36015', 'CVE-2023-25662', 'CVE-2023-25667']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36661,CVE-2022-29204,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.raw_ops.UnsortedSegmentJoin` does not fully validate the input arguments. This results in a `CHECK`-failure which can be used to trigger a denial of service attack. The code assumes `num_segments` is a positive scalar but there is no validation. Since this value is used to allocate the output tensor, a negative value would result in a `CHECK`-failure (assertion failure), as per TFSA-2021-198. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:27:00,2024-03-19 15:10:43.899321,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36662,CVE-2022-29205,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, there is a potential for segfault / denial of service in TensorFlow by calling `tf.compat.v1.*` ops which don't yet have support for quantized types, which was added after migration to TensorFlow 2.x. In these scenarios, since the kernel is missing, a `nullptr` value is passed to `ParseDimensionValue` for the `py_value` argument. Then, this is dereferenced, resulting in segfault. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:31:00,2024-03-19 15:10:43.922464,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36662,CVE-2022-29205,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, there is a potential for segfault / denial of service in TensorFlow by calling `tf.compat.v1.*` ops which don't yet have support for quantized types, which was added after migration to TensorFlow 2.x. In these scenarios, since the kernel is missing, a `nullptr` value is passed to `ParseDimensionValue` for the `py_value` argument. Then, this is dereferenced, resulting in segfault. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:31:00,2024-03-19 15:10:43.922464,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-908,weakness,Use of Uninitialized Resource,Base,Simple,Incomplete,,,Medium,,"DoS: Crash, Exit, or Restart (A.); Read Memory-Read Application Data (C.)","['CVE-2020-15193', 'CVE-2020-26266', 'CVE-2020-26271', 'CVE-2021-29580', 'CVE-2021-29581', 'CVE-2021-37682', 'CVE-2021-41225', 'CVE-2022-23573', 'CVE-2022-29205']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36663,CVE-2022-29206,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.raw_ops.SparseTensorDenseAdd` does not fully validate the input arguments. In this case, a reference gets bound to a `nullptr` during kernel execution. This is undefined behavior. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:37:00,2024-03-19 15:10:43.946375,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36663,CVE-2022-29206,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.raw_ops.SparseTensorDenseAdd` does not fully validate the input arguments. In this case, a reference gets bound to a `nullptr` during kernel execution. This is undefined behavior. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-02 19:37:00,2024-03-19 15:10:43.946375,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36664,CVE-2022-29207,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, multiple TensorFlow operations misbehave in eager mode when the resource handle provided to them is invalid. In graph mode, it would have been impossible to perform these API calls, but migration to TF 2.x eager mode opened up this vulnerability. If the resource handle is empty, then a reference is bound to a null pointer inside TensorFlow codebase (various codepaths). This is undefined behavior. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 22:16:00,,2022-06-02 18:12:00,2024-03-19 15:10:43.970135,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36664,CVE-2022-29207,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, multiple TensorFlow operations misbehave in eager mode when the resource handle provided to them is invalid. In graph mode, it would have been impossible to perform these API calls, but migration to TF 2.x eager mode opened up this vulnerability. If the resource handle is empty, then a reference is bound to a null pointer inside TensorFlow codebase (various codepaths). This is undefined behavior. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 22:16:00,,2022-06-02 18:12:00,2024-03-19 15:10:43.970135,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-475,weakness,Undefined Behavior for Input to API,Base,Simple,Incomplete,,,,Automated Static Analysis (DM-14),Quality Degradation-Varies by Context (.),['CVE-2022-29207'],192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36665,CVE-2022-29208,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.raw_ops.EditDistance` has incomplete validation. Users can pass negative values to cause a segmentation fault based denial of service. In multiple places throughout the code, one may compute an index for a write operation. However, the existing validation only checks against the upper bound of the array. Hence, it is possible to write before the array by massaging the input to generate negative values for `loc`. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-20 23:15:00,,2022-06-03 02:02:00,2024-03-19 15:10:43.994597,3.1,1.8,5.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,7.1,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-787,weakness,Out-of-bounds Write,Base,Simple,Draft,,,High,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-1),"Modify Memory-DoS: Crash, Exit, or Restart-Execute Unauthorized Code or Commands (I.A.)","['CVE-2020-15195', 'CVE-2020-15200', 'CVE-2020-15201', 'CVE-2020-15205', 'CVE-2020-15207', 'CVE-2020-15208', 'CVE-2020-15210', 'CVE-2020-15211', 'CVE-2020-15212', 'CVE-2020-15214', 'CVE-2021-29512', 'CVE-2021-29514', 'CVE-2021-29520', 'CVE-2021-29535', 'CVE-2021-29536', 'CVE-2021-29537', 'CVE-2021-29540', 'CVE-2021-29542', 'CVE-2021-29558', 'CVE-2021-29560', 'CVE-2021-29566', 'CVE-2021-29571', 'CVE-2021-29575', 'CVE-2021-29576', 'CVE-2021-29577', 'CVE-2021-29578', 'CVE-2021-29579', 'CVE-2021-29603', 'CVE-2021-29609', 'CVE-2021-29610', 'CVE-2021-29612', 'CVE-2021-29614', 'CVE-2021-37650', 'CVE-2021-37651', 'CVE-2021-41216', 'CVE-2021-41221', 'CVE-2022-21740', 'CVE-2022-23560', 'CVE-2022-23561', 'CVE-2022-23566', 'CVE-2022-23574', 'CVE-2022-23594', 'CVE-2022-29208', 'CVE-2022-29210', 'CVE-2022-35939', 'CVE-2022-41900', 'CVE-2023-25671']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36666,CVE-2022-29209,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the macros that TensorFlow uses for writing assertions (e.g., `CHECK_LT`, `CHECK_GT`, etc.) have an incorrect logic when comparing `size_t` and `int` values. Due to type conversion rules, several of the macros would trigger incorrectly. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-21 00:15:00,,2022-06-03 02:14:00,2024-03-19 15:10:44.017900,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-843,weakness,Access of Resource Using Incompatible Type ('Type Confusion'),Base,Simple,Incomplete,,,,,"Read Memory-Modify Memory-Execute Unauthorized Code or Commands-DoS: Crash, Exit, or Restart (C.I.A.)","['CVE-2021-29513', 'CVE-2021-29519', 'CVE-2022-21731', 'CVE-2022-21734', 'CVE-2022-23583', 'CVE-2022-29209']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36668,CVE-2022-29210,"TensorFlow is an open source platform for machine learning. In version 2.8.0, the `TensorKey` hash function used total estimated `AllocatedBytes()`, which (a) is an estimate per tensor, and (b) is a very poor hash function for constants (e.g. `int32_t`). It also tried to access individual tensor bytes through `tensor.data()` of size `AllocatedBytes()`. This led to ASAN failures because the `AllocatedBytes()` is an estimate of total bytes allocated by a tensor, including any pointed-to constructs (e.g. strings), and does not refer to contiguous bytes in the `.data()` buffer. The discoverers could not use this byte vector anyway because types such as `tstring` include pointers, whereas they needed to hash the string values themselves. This issue is patched in Tensorflow versions 2.9.0 and 2.8.1.",2022-05-21 00:15:00,,2023-06-28 20:26:00,2024-03-19 15:10:44.057558,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.8.0,2.8.1)",CWE-787,weakness,Out-of-bounds Write,Base,Simple,Draft,,,High,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-1),"Modify Memory-DoS: Crash, Exit, or Restart-Execute Unauthorized Code or Commands (I.A.)","['CVE-2020-15195', 'CVE-2020-15200', 'CVE-2020-15201', 'CVE-2020-15205', 'CVE-2020-15207', 'CVE-2020-15208', 'CVE-2020-15210', 'CVE-2020-15211', 'CVE-2020-15212', 'CVE-2020-15214', 'CVE-2021-29512', 'CVE-2021-29514', 'CVE-2021-29520', 'CVE-2021-29535', 'CVE-2021-29536', 'CVE-2021-29537', 'CVE-2021-29540', 'CVE-2021-29542', 'CVE-2021-29558', 'CVE-2021-29560', 'CVE-2021-29566', 'CVE-2021-29571', 'CVE-2021-29575', 'CVE-2021-29576', 'CVE-2021-29577', 'CVE-2021-29578', 'CVE-2021-29579', 'CVE-2021-29603', 'CVE-2021-29609', 'CVE-2021-29610', 'CVE-2021-29612', 'CVE-2021-29614', 'CVE-2021-37650', 'CVE-2021-37651', 'CVE-2021-41216', 'CVE-2021-41221', 'CVE-2022-21740', 'CVE-2022-23560', 'CVE-2022-23561', 'CVE-2022-23566', 'CVE-2022-23574', 'CVE-2022-23594', 'CVE-2022-29208', 'CVE-2022-29210', 'CVE-2022-35939', 'CVE-2022-41900', 'CVE-2023-25671']",103.0,107,-5.0,2022-05-16 19:26:02,2.8.1,True
36669,CVE-2022-29211,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, the implementation of `tf.histogram_fixed_width` is vulnerable to a crash when the values array contain `Not a Number` (`NaN`) elements. The implementation assumes that all floating point operations are defined and then converts a floating point result to an integer index. If `values` contains `NaN` then the result of the division is still `NaN` and the cast to `int32` would result in a crash. This only occurs on the CPU implementation. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-21 00:15:00,,2022-06-03 15:02:00,2024-03-19 15:10:44.074201,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
36670,CVE-2022-29212,"TensorFlow is an open source platform for machine learning. Prior to versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4, certain TFLite models that were created using TFLite model converter would crash when loaded in the TFLite interpreter. The culprit is that during quantization the scale of values could be greater than 1 but code was always assuming sub-unit scaling. Thus, since code was calling `QuantizeMultiplierSmallerThanOneExp`, the `TFLITE_CHECK_LT` assertion would trigger and abort the process. Versions 2.9.0, 2.8.1, 2.7.2, and 2.6.4 contain a patch for this issue.",2022-05-21 00:15:00,,2022-06-03 15:16:00,2024-03-19 15:10:44.097107,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.7.0,2.7.2),[0.11.0,2.6.4),[2.7.0,2.7.1),[2.8.0,2.8.1),[2.9.0,2.9.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",192.0,197,-5.0,2022-05-16 18:58:28,2.7.2,True
